Title,Current Price,Original Price,Old Price,Product URL,Ratings,Number of Reviews,Last Seen,Price Dropped?
"Samsung Galaxy Book4 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG1IN / NP750XGJ-LG1IN Thin and Light Laptop  (15.6 Inch, Gray, 1.55 Kg, With MS Office)",51990,78189,51990,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_241&otracker=search&otracker1=search&fm=organic&iid=en_-j5mQzGveQq5fQGdXIZ77AOTv1t6fj0rsep6jEdhy6_CtaNQQ7OUC7hHzyaZQUs4ovitt3dJ18HtT2fIhbNszvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,4.5,678,2025-06-25,No
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ321WS Thin and Light Laptop  (15.6 Inch, Quiet Blue, With MS Office)",30990,54990,30990,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj321ws-thin-light-laptop/p/itmbe5bbf6a5168b?pid=COMGT2ZXC24MFNFA&lid=LSTCOMGT2ZXC24MFNFAH8MFND&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_243&otracker=search&otracker1=search&fm=organic&iid=e0b95c1c-eda7-49cf-93f9-0391d8a7fa2b.COMGT2ZXC24MFNFA.SEARCH&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,4.3,486,2025-06-25,No
"Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Light Laptop  (15.6 Inch, Cloud Grey, 1.61 Kg, With MS Office)",43100,71290,43100,https://www.flipkart.com/lenovo-ideapad-1-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itm7ecd736658657?pid=COMH3G96HYWQH8RT&lid=LSTCOMH3G96HYWQH8RT0SBYRV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_245&otracker=search&otracker1=search&fm=organic&iid=e0b95c1c-eda7-49cf-93f9-0391d8a7fa2b.COMH3G96HYWQH8RT.SEARCH&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,3.3,0,2025-06-25,No
"HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromebook  (14 Inch, Mineral Silver, 1.49 Kg)",17990,32295,17990,https://www.flipkart.com/hp-chromebook-intel-celeron-dual-core-n4120-4-gb-64-gb-emmc-storage-chrome-os-14a-ca0506tu/p/itmb2e03ff1f9366?pid=COMGBHKFAYHEMVAT&lid=LSTCOMGBHKFAYHEMVATTMWBVX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_247&otracker=search&otracker1=search&fm=organic&iid=en_-j5mQzGveQq5fQGdXIZ77AOTv1t6fj0rsep6jEdhy6-buAARs0zmMBBikOOwSyLzSmmsZyue0rNxACuj6pbKYfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,3.9,155,2025-06-25,No
"ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK3325WS Thin and Light Laptop  (14 inch, Mixed Black, 1.38 Kg, With MS Office)",30999,43990,30999,https://www.flipkart.com/asus-vivobook-go-14-2025-office-2024-m365-basic-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk3325ws-thin-light-laptop/p/itm81c6965731b27?pid=COMH9SJ9JFGNNUMH&lid=LSTCOMH9SJ9JFGNNUMHM1MVVB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_251&otracker=search&otracker1=search&fm=organic&iid=en_-j5mQzGveQq5fQGdXIZ77AOTv1t6fj0rsep6jEdhy6_QZCWv84G9lFk7KVdfNxG-U0-cQPWjKmkFyKGjahA90_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,4.2,242,2025-06-25,No
,,,10499,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-528-4-gb-64-gb-emmc-storage-chrome-os-82w0001dha/p/itm37ef89935fcd5?pid=COMHA9FKZ7KSC3SZ&lid=LSTCOMHA9FKZ7KSC3SZ6YMQQQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_252&otracker=search&otracker1=search&fm=organic&iid=en_-j5mQzGveQq5fQGdXIZ77AOTv1t6fj0rsep6jEdhy695kn2Yrq5EabVtrTBbAMHMcY8Ub0NMs3-kzPuQHjFEQvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,,,2025-06-25,No
,,,75990,https://www.flipkart.com/lenovo-yoga-slim-7-ai-pc-intel-core-ultra-155h-16-gb-1-tb-ssd-windows-11-home-14imh9-thin-light-laptop/p/itm77304edff3814?pid=COMH3G969EWNAHYG&lid=LSTCOMH3G969EWNAHYGM4NHIP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_254&otracker=search&otracker1=search&fm=organic&iid=e0b95c1c-eda7-49cf-93f9-0391d8a7fa2b.COMH3G969EWNAHYG.SEARCH&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,,,2025-06-25,No
"MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-612IN Thin and Light Laptop  (15.6 Inch, Classic Black, 1.7 Kg)",32990,48990,32990,https://www.flipkart.com/msi-modern-15-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-b12mo-612in-thin-light-laptop/p/itm60c14709fdf3b?pid=COMGYSFGT7MCYFJX&lid=LSTCOMGYSFGT7MCYFJXIDLSMH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_256&otracker=search&otracker1=search&fm=organic&iid=e0b95c1c-eda7-49cf-93f9-0391d8a7fa2b.COMGYSFGT7MCYFJX.SEARCH&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,4.3,191,2025-06-25,No
,,,39999,https://www.flipkart.com/asus-vivobook-15-2025-office-2024-m365-basic-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-x1504va-nj2324ws-thin-light-laptop/p/itmf40dd3e4553f6?pid=COMH9SJ95TXH5PYE&lid=LSTCOMH9SJ95TXH5PYEOHDDBT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_257&otracker=search&otracker1=search&fm=organic&iid=en_-j5mQzGveQq5fQGdXIZ77AOTv1t6fj0rsep6jEdhy6_MmcJAWenkFStKX5T-BjnDI789XoRL6GrZBCgAf5huivUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,,,2025-06-25,No
"MSI Modern 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-818IN Thin and Light Laptop  (15.6 Inch, Classic Black, 1.7 Kg)",38990,54990,38990,https://www.flipkart.com/msi-modern-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-b12mo-818in-thin-light-laptop/p/itm60c14709fdf3b?pid=COMGYSFGFM3JTHZG&lid=LSTCOMGYSFGFM3JTHZGFJZCCG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_259&otracker=search&otracker1=search&fm=organic&iid=e0b95c1c-eda7-49cf-93f9-0391d8a7fa2b.COMGYSFGFM3JTHZG.SEARCH&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,4.3,182,2025-06-25,No
"Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin and Light Laptop  (16 Inch, Cloud Grey, 1.89 kg, With MS Office)",71990,99890,71990,https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-16irl8-thin-light-laptop/p/itma68dba42368d2?pid=COMGRU9ZJUZQFMKY&lid=LSTCOMGRU9ZJUZQFMKYIFDWLP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_260&otracker=search&otracker1=search&fm=organic&iid=e0b95c1c-eda7-49cf-93f9-0391d8a7fa2b.COMGRU9ZJUZQFMKY.SEARCH&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,4.2,63,2025-06-25,No
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) S3407QA-KP020WS Thin and Light Laptop  (14 inch, Cool Silver, 1.39 Kg, With MS Office)",74990,92990,74990,https://www.flipkart.com/asus-vivobook-s14-2025-office-2024-m365-basic-metallic-design-copilot-pc-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-s3407qa-kp020ws-thin-light-laptop/p/itm4be832c0c07b8?pid=COMH9SJ9VPQXUK6T&lid=LSTCOMH9SJ9VPQXUK6TMHCHDN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_261&otracker=search&otracker1=search&fm=organic&iid=en_-j5mQzGveQq5fQGdXIZ77AOTv1t6fj0rsep6jEdhy68lrB8CyiAQBdS2snK04AXDFp9VCQ_KdSDsWyfkN18wX2aRs4JL222ZRV-dN99QnxU%3D&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,4.5,,2025-06-25,No
,,,89000,https://www.flipkart.com/asus-vivobook-s14-2025-office-2024-m365-basic-metallic-design-copilot-pc-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-s3407qa-kp027ws-thin-light-laptop/p/itmafafdebe9e0fe?pid=COMH9SJ9R2XPUEKZ&lid=LSTCOMH9SJ9R2XPUEKZ5XQBHY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_262&otracker=search&otracker1=search&fm=organic&iid=en_-j5mQzGveQq5fQGdXIZ77AOTv1t6fj0rsep6jEdhy688EF9E2h344LRzNDUm5GWoPCh0AAs4G_7w1chRPk8g7tmEaX_1OVaDgohoY5ZV-y8%3D&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,,,2025-06-25,No
,,,74990,https://www.flipkart.com/dell-g15-intel-core-i5-13th-gen-13450hx-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3050-120-hz-5530-gaming-laptop/p/itmd1b02da743465?pid=COMH8Z22WGKPQGV3&lid=LSTCOMH8Z22WGKPQGV3YXJVUF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_263&otracker=search&otracker1=search&fm=organic&iid=e0b95c1c-eda7-49cf-93f9-0391d8a7fa2b.COMH8Z22WGKPQGV3.SEARCH&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,,,2025-06-25,No
,,,55000,https://www.flipkart.com/hp-pavilion-15-fhd-display-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-15-eh3036au-thin-light-laptop/p/itm9638246b5f627?pid=COMHBFDJYEJEYGWZ&lid=LSTCOMHBFDJYEJEYGWZD9DF5F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_264&otracker=search&otracker1=search&fm=organic&iid=e0b95c1c-eda7-49cf-93f9-0391d8a7fa2b.COMHBFDJYEJEYGWZ.SEARCH&ppt=None&ppn=None&ssid=twys2ug0q80000001750792617727&qH=312f91285e048e09,,,2025-06-25,No
